,month,vehicle_class,quota,bids_success,bids_received,premium
487,2018-02,Category C,253.0,252.5,487.5,37581.0
488,2018-02,Category D,600.5,588.0,1003.0,8059.0
489,2018-02,Category E,576.0,571.5,1003.0,39352.0
490,2018-03,Category A,1569.5,1561.5,2261.0,38415.0
491,2018-03,Category B,1396.0,1382.0,1685.0,38005.5
492,2018-03,Category C,247.0,218.0,412.0,35502.0
493,2018-03,Category D,525.0,521.0,844.0,7805.5
494,2018-03,Category E,571.0,544.5,972.0,38500.0
495,2018-04,Category A,1566.0,1565.0,1957.5,37755.0
496,2018-04,Category B,1403.0,1401.0,1804.0,37467.5
497,2018-04,Category C,276.0,235.5,480.5,34101.5
498,2018-04,Category D,517.0,499.0,840.0,7114.5
499,2018-04,Category E,592.5,587.5,997.0,38214.0
500,2018-05,Category A,1434.5,1425.0,1820.5,38471.0
501,2018-05,Category B,1281.5,1257.0,2035.0,38245.0
502,2018-05,Category C,346.5,285.0,698.5,31545.5
503,2018-05,Category D,544.5,522.0,1034.5,7159.5
504,2018-05,Category E,561.5,547.5,922.0,38650.0
505,2018-06,Category A,1443.5,1438.5,1757.0,35268.0
506,2018-06,Category B,1304.5,1298.0,1728.0,34950.0
507,2018-06,Category C,366.5,355.0,616.5,30951.5
508,2018-06,Category D,549.5,502.0,799.5,6945.0
509,2018-06,Category E,570.0,552.5,897.5,35700.0
510,2018-07,Category A,1439.0,1419.5,2363.0,28849.5
511,2018-07,Category B,1286.5,1283.0,1778.0,31775.5
512,2018-07,Category C,316.5,260.5,536.5,30990.5
513,2018-07,Category D,574.5,560.0,789.5,6351.5
514,2018-07,Category E,574.5,570.0,1028.5,31905.0
515,2018-08,Category A,1683.5,1683.5,3290.5,32897.5
516,2018-08,Category B,1268.5,1257.5,2081.5,33405.0
517,2018-08,Category C,394.0,267.0,592.0,30145.5
518,2018-08,Category D,834.5,807.0,1192.0,5201.5
519,2018-08,Category E,531.5,524.5,911.5,32865.5
520,2018-09,Category A,1664.0,1658.0,2273.5,29104.5
521,2018-09,Category B,1276.0,1268.5,1909.0,31654.0
522,2018-09,Category C,464.0,455.0,766.5,27052.5
523,2018-09,Category D,847.5,844.0,1155.5,4302.0
524,2018-09,Category E,535.0,512.5,967.0,31900.5
525,2018-10,Category A,1671.0,1668.5,1935.0,27006.5
526,2018-10,Category B,1272.0,1254.0,1871.0,31301.5
527,2018-10,Category C,346.0,344.5,496.0,29001.0
528,2018-10,Category D,823.0,814.0,1170.5,4030.0
529,2018-10,Category E,550.0,535.0,922.5,32726.0
530,2018-11,Category A,1818.5,1750.5,2540.0,26599.5
531,2018-11,Category B,1253.0,1248.0,1964.0,31701.5
532,2018-11,Category C,331.5,329.5,520.0,28505.0
533,2018-11,Category D,1112.0,1098.5,1483.0,2749.0
534,2018-11,Category E,554.5,545.0,896.0,31479.5
535,2018-12,Category A,1884.0,1882.5,2453.0,24534.5
536,2018-12,Category B,1241.0,1232.5,1792.0,31001.0
537,2018-12,Category C,331.0,323.0,496.0,27005.0
538,2018-12,Category D,1117.5,1113.5,1429.0,3594.0
539,2018-12,Category E,548.5,545.5,899.5,31330.0
540,2019-01,Category A,1816.5,1811.0,2785.5,26045.0
541,2019-01,Category B,1244.5,1236.0,1968.5,33094.5
542,2019-01,Category C,337.0,325.0,504.5,26616.0
543,2019-01,Category D,1108.0,1103.5,1434.5,3249.5
544,2019-01,Category E,543.0,535.0,786.5,33299.0
545,2019-02,Category A,1656.0,1651.5,2316.0,25995.0
546,2019-02,Category B,1208.0,1191.0,1965.0,34956.0
547,2019-02,Category C,316.0,315.0,449.5,26646.0
548,2019-02,Category D,830.0,825.5,1132.0,3699.0
549,2019-02,Category E,405.0,399.5,601.5,35988.5
550,2019-03,Category A,1654.5,1650.0,2208.5,26484.0
551,2019-03,Category B,1217.0,1212.5,1890.5,38181.0
552,2019-03,Category C,305.0,302.5,427.0,27015.5
553,2019-03,Category D,829.5,823.5,1107.0,3535.5
554,2019-03,Category E,402.5,400.5,709.5,39310.0
555,2019-04,Category A,1654.5,1626.5,2293.5,31179.0
556,2019-04,Category B,1203.5,1191.5,1708.0,45551.0
557,2019-04,Category C,306.5,294.0,495.5,29795.0
558,2019-04,Category D,832.0,818.5,1161.0,3476.5
559,2019-04,Category E,399.0,391.0,657.5,50309.5
560,2019-05,Category A,1453.0,1453.0,1893.5,31852.0
561,2019-05,Category B,1151.0,1150.0,1383.5,45287.0
562,2019-05,Category C,401.5,400.0,605.0,27979.5
563,2019-05,Category D,910.5,891.0,1173.5,3277.0
564,2019-05,Category E,383.0,377.0,569.5,49751.0
565,2019-06,Category A,1424.0,1321.0,1822.0,28504.0
566,2019-06,Category B,1140.0,1137.0,1382.0,37817.0
567,2019-06,Category C,391.0,389.5,571.0,25501.5
568,2019-06,Category D,917.0,913.0,1168.0,3045.0
569,2019-06,Category E,380.5,377.5,630.0,40701.0
570,2019-07,Category A,1527.0,1522.5,1848.5,27628.0
571,2019-07,Category B,1142.0,1137.5,1533.5,36703.0
572,2019-07,Category C,391.5,387.5,653.0,24844.0
573,2019-07,Category D,901.0,893.5,1167.0,3317.5
574,2019-07,Category E,377.0,372.0,637.0,38395.0
575,2019-08,Category A,1060.5,1060.5,1874.0,32321.0
576,2019-08,Category B,1046.0,1043.0,1451.0,39301.5
577,2019-08,Category C,287.5,278.0,469.0,27150.5
578,2019-08,Category D,746.5,662.5,1025.0,4350.5
579,2019-08,Category E,360.0,353.0,591.0,40257.0
580,2019-09,Category A,1056.0,1054.5,1554.5,31771.0
581,2019-09,Category B,1045.0,1041.0,1353.5,36500.5
582,2019-09,Category C,292.5,290.5,495.0,25529.0
583,2019-09,Category D,823.0,802.5,1141.5,3845.0
584,2019-09,Category E,362.0,350.0,592.0,38956.0
585,2019-10,Category A,1058.5,1044.5,1563.0,33155.0
586,2019-10,Category B,1046.0,1039.5,1531.0,41583.0
587,2019-10,Category C,285.0,282.5,480.5,26255.0
588,2019-10,Category D,759.0,754.5,1012.5,3844.5
589,2019-10,Category E,366.5,357.0,553.5,41510.5
590,2019-11,Category A,1033.0,1021.5,1385.0,31000.0
591,2019-11,Category B,1018.0,1016.0,1313.5,39854.5
592,2019-11,Category C,320.0,320.0,467.5,24947.0
593,2019-11,Category D,695.5,691.5,902.5,4010.5
594,2019-11,Category E,386.5,379.5,563.5,40495.0
595,2019-12,Category A,1029.5,1013.0,1321.0,32949.0
596,2019-12,Category B,1014.0,1009.0,1258.0,36950.0
597,2019-12,Category C,318.0,311.0,421.5,23452.0
598,2019-12,Category D,695.0,687.0,879.0,3723.5
599,2019-12,Category E,384.0,375.0,507.0,38439.0
600,2020-01,Category A,1034.5,1025.5,1420.0,35165.0
601,2020-01,Category B,1017.0,1014.5,1193.0,37407.0
602,2020-01,Category C,325.0,306.5,480.5,24701.5
603,2020-01,Category D,700.0,699.5,1010.0,4299.5
604,2020-01,Category E,386.0,382.5,534.5,37750.0
605,2020-02,Category A,982.0,975.0,1384.0,31504.5
606,2020-02,Category B,985.5,979.0,1316.0,31889.5
607,2020-02,Category C,333.0,266.5,532.5,25007.0
608,2020-02,Category D,577.5,568.0,775.0,4355.0
609,2020-02,Category E,331.5,327.0,537.5,34100.5
610,2020-03,Category A,980.0,967.5,1428.5,31954.5
611,2020-03,Category B,989.5,965.0,1356.5,31406.5
612,2020-03,Category C,381.5,381.5,606.0,23102.0
613,2020-03,Category D,587.0,581.5,771.0,4399.5
614,2020-03,Category E,332.0,327.5,507.5,32500.0
615,2020-07,Category A,1296.5,1288.0,2773.0,33109.5
616,2020-07,Category B,1315.0,1288.0,2828.5,35445.0
617,2020-07,Category C,489.0,481.5,812.5,24195.0
618,2020-07,Category D,869.0,860.0,1483.0,7106.0
619,2020-07,Category E,446.0,437.0,825.5,34995.0
620,2020-08,Category A,1028.0,1013.0,2073.0,34355.0
621,2020-08,Category B,927.5,920.0,1856.0,37952.0
622,2020-08,Category C,357.5,355.0,622.0,24553.0
623,2020-08,Category D,499.0,494.0,758.5,7566.5
624,2020-08,Category E,473.0,466.5,774.0,37306.0
625,2020-09,Category A,1034.5,1033.0,1638.5,38135.0
626,2020-09,Category B,908.0,902.0,1606.0,41249.5
627,2020-09,Category C,352.5,348.0,558.0,27616.5
628,2020-09,Category D,495.0,490.0,666.5,7365.0
629,2020-09,Category E,470.5,469.0,671.5,40895.5
630,2020-10,Category A,914.0,907.0,1297.5,36934.0
631,2020-10,Category B,799.0,796.5,1245.0,40840.0
632,2020-10,Category C,316.0,314.5,562.5,33433.5
633,2020-10,Category D,426.0,415.0,618.5,7375.5
634,2020-10,Category E,428.5,399.5,680.0,40095.0
635,2020-11,Category A,969.5,959.0,1311.5,36840.0
636,2020-11,Category B,1010.0,995.5,1487.0,40050.5
637,2020-11,Category C,369.5,368.5,577.5,30918.0
638,2020-11,Category D,535.0,532.0,703.0,7275.5
639,2020-11,Category E,492.0,487.5,743.0,40501.5
640,2020-12,Category A,973.5,972.0,1511.5,40635.0
641,2020-12,Category B,1022.0,1008.5,1671.5,47156.0
642,2020-12,Category C,368.5,359.0,619.5,34045.0
643,2020-12,Category D,528.0,514.5,738.5,7679.5
644,2020-12,Category E,467.5,465.0,705.0,47505.0
645,2021-01,Category A,964.5,954.0,1294.5,42055.0
646,2021-01,Category B,1020.5,1019.5,1367.0,49550.5
647,2021-01,Category C,376.5,365.0,675.0,38449.5
648,2021-01,Category D,538.5,516.5,699.0,7545.0
649,2021-01,Category E,466.5,460.5,731.5,50694.5
650,2021-02,Category A,894.0,890.5,1162.0,41500.5
651,2021-02,Category B,942.5,940.5,1137.5,46396.0
652,2021-02,Category C,267.5,249.5,467.0,42945.5
653,2021-02,Category D,563.0,563.0,710.0,7503.0
654,2021-02,Category E,302.0,301.0,469.0,48642.0
655,2021-03,Category A,886.5,883.0,1180.5,43292.5
656,2021-03,Category B,944.0,929.0,1171.5,46001.0
657,2021-03,Category C,273.5,267.0,493.5,38551.0
658,2021-03,Category D,542.0,531.0,703.5,7771.5
659,2021-03,Category E,297.0,293.5,440.0,47403.5
660,2021-04,Category A,886.5,881.5,1251.0,47620.0
661,2021-04,Category B,957.0,949.0,1554.5,56749.5
662,2021-04,Category C,262.5,259.5,464.5,40067.5
663,2021-04,Category D,553.0,528.0,734.5,8000.0
664,2021-04,Category E,299.5,290.5,634.0,57150.0
665,2021-05,Category A,833.5,818.5,1154.5,44901.5
666,2021-05,Category B,818.0,815.0,1166.5,59045.0
667,2021-05,Category C,160.5,101.0,288.0,42351.0
668,2021-05,Category D,639.0,632.0,902.5,8356.0
669,2021-05,Category E,267.0,264.0,393.5,62501.0
670,2021-06,Category A,844.0,821.5,1308.5,48165.5
671,2021-06,Category B,812.0,791.5,1045.0,58070.5
672,2021-06,Category C,216.5,209.5,445.5,37001.0
673,2021-06,Category D,622.0,600.5,820.0,8602.0
674,2021-06,Category E,262.0,258.0,425.0,59556.5
675,2021-07,Category A,851.5,848.0,1194.5,46005.5
676,2021-07,Category B,829.5,818.0,1097.0,57800.5
677,2021-07,Category C,164.0,161.0,338.5,39211.5
678,2021-07,Category D,635.5,630.5,811.5,8595.5
679,2021-07,Category E,263.0,261.5,412.0,58850.5
680,2021-08,Category A,805.5,805.0,1074.0,45939.0
681,2021-08,Category B,782.5,772.0,1022.5,58501.0
682,2021-08,Category C,118.0,112.0,226.5,41299.5
683,2021-08,Category D,450.0,448.0,651.0,9199.5
684,2021-08,Category E,198.5,193.5,348.0,62250.0
685,2021-09,Category A,803.5,792.5,1082.0,47500.0
686,2021-09,Category B,781.5,778.0,1134.5,65455.0
687,2021-09,Category C,121.0,111.5,207.0,39500.5
688,2021-09,Category D,447.0,444.0,610.0,9389.0
689,2021-09,Category E,202.0,188.0,359.5,67351.0
690,2021-10,Category A,813.5,809.0,1190.5,49855.0
691,2021-10,Category B,774.0,770.5,1185.0,75205.0
692,2021-10,Category C,125.5,124.0,242.5,39695.5
693,2021-10,Category D,447.0,443.5,615.0,9181.0
694,2021-10,Category E,212.0,195.5,416.5,78878.0
695,2021-11,Category A,536.5,533.0,770.0,54355.0
696,2021-11,Category B,590.5,583.0,818.0,81201.0
697,2021-11,Category C,91.5,90.0,168.5,42751.5
698,2021-11,Category D,414.5,403.0,550.0,9381.0
699,2021-11,Category E,161.5,144.0,255.0,87000.5
700,2021-12,Category A,535.0,529.5,755.5,57905.5
701,2021-12,Category B,594.0,591.5,825.5,80695.0
702,2021-12,Category C,91.5,91.0,148.5,44500.0
703,2021-12,Category D,423.0,411.0,573.0,9501.0
704,2021-12,Category E,163.0,161.0,243.0,84444.5
705,2022-01,Category A,537.0,529.5,735.5,57748.5
706,2022-01,Category B,589.5,584.5,809.5,79850.5
707,2022-01,Category C,90.5,89.0,173.5,42600.5
708,2022-01,Category D,423.5,415.0,546.5,9844.5
709,2022-01,Category E,147.0,147.0,209.5,83206.0
710,2022-02,Category A,539.0,533.0,847.5,61880.5
711,2022-02,Category B,554.5,551.5,902.0,89846.0
712,2022-02,Category C,78.0,70.5,171.5,45251.0
713,2022-02,Category D,413.0,410.5,538.0,10299.5
714,2022-02,Category E,180.0,175.5,284.5,90051.0
715,2022-03,Category A,537.0,534.0,905.5,70028.5
716,2022-03,Category B,553.0,548.0,842.0,96889.0
717,2022-03,Category C,83.5,79.0,182.5,50196.5
718,2022-03,Category D,407.0,406.0,588.5,10950.5
719,2022-03,Category E,185.0,183.5,331.0,98950.0
720,2022-04,Category A,534.0,527.5,733.5,70847.5
721,2022-04,Category B,555.0,554.5,697.5,94195.5
722,2022-04,Category C,80.5,80.0,195.5,53451.5
723,2022-04,Category D,405.5,380.0,550.0,10152.0
724,2022-04,Category E,182.0,178.0,292.5,97900.0
725,2022-05,Category A,618.5,617.5,811.5,69451.0
726,2022-05,Category B,527.5,524.5,704.0,93989.5
727,2022-05,Category C,103.5,101.5,202.0,51195.5
728,2022-05,Category D,586.0,580.0,836.0,9489.5
729,2022-05,Category E,193.0,191.0,296.0,93506.5
730,2022-06,Category A,613.0,602.5,862.0,74395.0
731,2022-06,Category B,529.5,529.5,836.5,103342.5
732,2022-06,Category C,105.0,105.0,213.5,53006.5
733,2022-06,Category D,566.5,556.0,788.0,10151.0
734,2022-06,Category E,192.0,187.5,296.0,102548.5
735,2022-07,Category A,622.5,613.0,867.0,78450.0
736,2022-07,Category B,527.0,524.0,698.5,108901.5
737,2022-07,Category C,102.0,94.5,167.0,54445.0
738,2022-07,Category D,571.5,534.0,745.5,10899.5
739,2022-07,Category E,194.5,192.5,328.5,112262.5
740,2022-08,Category A,552.5,546.0,762.0,83944.5
741,2022-08,Category B,472.5,472.0,638.5,109501.0
742,2022-08,Category C,91.0,90.0,182.0,57589.5
743,2022-08,Category D,541.5,532.0,684.5,11050.5
744,2022-08,Category E,165.0,158.0,283.0,112500.5
745,2022-09,Category A,549.5,531.0,741.0,85000.0
746,2022-09,Category B,470.5,468.5,590.0,110525.5
747,2022-09,Category C,84.0,79.5,168.0,65995.0
748,2022-09,Category D,513.5,507.0,623.0,11445.0
749,2022-09,Category E,170.5,163.0,278.5,110250.0
750,2022-10,Category A,561.5,559.5,719.0,80795.0
751,2022-10,Category B,472.0,467.5,741.5,102928.0
752,2022-10,Category C,87.5,84.5,222.5,68096.0
753,2022-10,Category D,510.5,507.5,628.0,12276.0
754,2022-10,Category E,171.5,169.5,258.5,106502.0
755,2022-11,Category A,459.5,452.0,654.5,88912.0
756,2022-11,Category B,413.5,404.5,604.0,114634.5
757,2022-11,Category C,71.5,71.0,134.5,79052.0
758,2022-11,Category D,443.0,430.0,565.5,12889.0
759,2022-11,Category E,148.0,146.0,262.5,115293.0
760,2022-12,Category A,465.5,463.0,617.0,88255.0
761,2022-12,Category B,418.0,417.5,566.0,106753.5
762,2022-12,Category C,69.0,64.0,132.5,79850.5
763,2022-12,Category D,453.0,449.0,595.5,11895.0
764,2022-12,Category E,147.5,145.5,269.5,110062.0
765,2023-01,Category A,460.5,457.5,638.0,83000.0
766,2023-01,Category B,409.0,406.0,500.5,103730.5
767,2023-01,Category C,74.0,72.0,182.5,77205.0
768,2023-01,Category D,445.0,431.5,625.0,10995.5
769,2023-01,Category E,147.5,146.5,266.5,107444.5
770,2023-02,Category A,508.5,500.5,682.5,86278.0
771,2023-02,Category B,433.0,415.5,674.0,110262.5
772,2023-02,Category C,45.5,42.0,122.0,86454.5
773,2023-02,Category D,478.0,464.0,602.5,11895.5
774,2023-02,Category E,130.5,127.5,251.5,111501.5
775,2023-03,Category A,513.5,507.5,716.5,90751.5
776,2023-03,Category B,448.5,448.5,649.5,115851.0
777,2023-03,Category C,46.5,40.5,86.0,88245.0
778,2023-03,Category D,478.5,477.5,591.0,12195.5
779,2023-03,Category E,132.0,126.5,259.5,116010.0
780,2023-04,Category A,511.0,498.5,749.5,100111.0
781,2023-04,Category B,430.0,408.5,559.5,119695.0
782,2023-04,Category C,49.0,47.0,109.5,76067.5
783,2023-04,Category D,465.5,445.0,519.5,12090.0
784,2023-04,Category E,135.5,134.5,252.0,121745.5
785,2023-05,Category A,535.0,530.0,799.5,96500.5
786,2023-05,Category B,445.0,445.0,613.0,116216.5
787,2023-05,Category C,70.0,69.0,128.5,76545.0
788,2023-05,Category D,562.5,552.0,1054.0,7802.0
789,2023-05,Category E,125.0,114.5,286.0,124501.0
790,2023-06,Category A,583.5,577.0,816.0,97103.5
791,2023-06,Category B,454.0,441.5,670.5,120851.0
792,2023-06,Category C,69.5,65.5,164.5,82470.5
793,2023-06,Category D,553.0,531.0,884.0,10855.0
794,2023-06,Category E,134.5,129.0,296.0,121944.5
795,2023-07,Category A,584.5,581.5,742.0,96101.0
796,2023-07,Category B,466.5,461.5,598.0,118001.5
797,2023-07,Category C,73.0,69.0,140.0,82112.0
798,2023-07,Category D,565.0,550.0,843.0,10295.5
799,2023-07,Category E,129.5,123.5,230.0,121555.0
800,2023-08,Category A,634.0,617.0,928.5,99749.5
801,2023-08,Category B,474.0,460.0,792.0,128389.5
802,2023-08,Category C,118.0,117.5,201.0,82450.5
803,2023-08,Category D,508.5,464.5,706.5,11451.5
804,2023-08,Category E,135.5,123.5,237.0,128600.5
805,2023-09,Category A,648.0,637.5,852.0,103000.0
806,2023-09,Category B,483.0,480.0,729.0,137889.0
807,2023-09,Category C,114.5,114.5,167.5,83345.0
808,2023-09,Category D,537.5,531.5,698.5,10800.5
809,2023-09,Category E,141.5,132.0,250.5,140820.0
810,2023-10,Category A,791.0,785.0,1033.5,105000.0
811,2023-10,Category B,473.0,465.0,633.0,148001.5
812,2023-10,Category C,114.0,112.0,188.5,85345.0
813,2023-10,Category D,499.5,484.0,646.5,11028.5
814,2023-10,Category E,139.0,133.5,244.5,155002.0
815,2023-11,Category A,924.5,920.0,1228.0,90345.0
816,2023-11,Category B,642.0,634.5,1029.0,122668.5
817,2023-11,Category C,190.0,186.0,324.5,75945.0
818,2023-11,Category D,532.5,515.0,666.0,10445.0
819,2023-11,Category E,146.0,140.0,275.0,130006.5
820,2023-12,Category A,923.5,919.0,1199.5,86510.0
821,2023-12,Category B,640.5,628.5,890.0,120050.5
822,2023-12,Category C,192.5,188.5,352.5,70212.0
823,2023-12,Category D,537.5,536.0,688.5,9430.0
824,2023-12,Category E,146.0,141.5,257.5,125888.0
825,2024-01,Category A,923.5,920.5,1532.0,73299.5
826,2024-01,Category B,645.0,642.5,1079.0,98505.0
827,2024-01,Category C,192.0,189.5,367.0,67800.0
828,2024-01,Category D,521.5,502.5,640.5,9211.5
829,2024-01,Category E,144.5,138.0,265.0,107696.0
830,2024-02,Category A,937.5,923.0,1920.0,77900.5
831,2024-02,Category B,652.0,619.0,1098.5,99669.0
832,2024-02,Category C,197.5,191.5,370.0,72501.0
833,2024-02,Category D,539.0,538.0,703.0,9100.5
834,2024-02,Category E,160.5,157.5,288.0,97053.5
835,2024-03,Category A,949.5,929.0,1894.0,84244.5
836,2024-03,Category B,682.0,659.5,1069.5,96010.5
837,2024-03,Category C,201.0,200.0,308.0,72855.5
838,2024-03,Category D,520.5,517.0,637.5,9544.5
839,2024-03,Category E,158.0,153.5,269.0,95433.0
840,2024-04,Category A,955.5,943.0,1656.0,91505.0
841,2024-04,Category B,671.5,667.5,1108.0,101667.5
842,2024-04,Category C,196.0,194.5,348.5,68001.5
843,2024-04,Category D,521.0,512.0,617.5,9995.0
844,2024-04,Category E,159.5,156.0,301.0,102125.5
845,2024-05,Category A,975.5,974.0,1538.0,93152.0
846,2024-05,Category B,662.0,639.5,1168.0,105345.5
847,2024-05,Category C,206.5,189.5,366.0,71001.0
848,2024-05,Category D,527.0,525.5,617.0,9407.0
849,2024-05,Category E,177.5,172.5,306.0,104845.5
850,2024-06,Category A,964.0,956.0,1435.0,89544.5
851,2024-06,Category B,679.5,670.5,1010.0,101470.5
852,2024-06,Category C,222.0,214.0,312.5,70244.5
853,2024-06,Category D,519.5,519.0,624.0,8995.5
854,2024-06,Category E,180.0,178.5,310.0,100800.0
855,2024-07,Category A,970.0,952.0,1385.5,91450.0
856,2024-07,Category B,666.0,655.0,893.5,100450.5
857,2024-07,Category C,214.0,213.5,340.0,70301.0
858,2024-07,Category D,517.5,514.5,581.0,8994.5
859,2024-07,Category E,176.5,173.5,304.5,100615.0
860,2024-08,Category A,995.5,986.5,1442.0,94094.5
861,2024-08,Category B,674.5,674.0,1067.5,105995.0
862,2024-08,Category C,217.0,216.5,322.5,71750.0
863,2024-08,Category D,520.0,517.5,606.5,9455.5
864,2024-08,Category E,175.5,171.5,336.0,105620.0
865,2024-09,Category A,986.5,937.5,1342.5,97507.0
866,2024-09,Category B,664.0,656.5,901.5,108150.5
867,2024-09,Category C,216.5,213.5,321.0,74000.5
868,2024-09,Category D,521.0,518.0,629.0,9850.5
869,2024-09,Category E,176.5,169.5,385.5,110002.5
870,2024-10,Category A,1026.0,1017.0,1551.5,103349.5
871,2024-10,Category B,670.5,660.5,1029.5,114946.0
872,2024-10,Category C,220.0,219.0,329.0,73974.0
873,2024-10,Category D,521.0,517.0,615.0,9795.0
874,2024-10,Category E,179.5,174.0,336.5,115350.0
875,2024-11,Category A,1040.5,1036.5,1329.0,94889.0
876,2024-11,Category B,687.0,680.5,956.5,106541.0
877,2024-11,Category C,235.5,211.5,371.5,68670.0
878,2024-11,Category D,522.0,522.0,617.5,8879.0
879,2024-11,Category E,184.0,182.5,309.5,108250.5
880,2024-12,Category A,1036.0,1016.0,1490.5,95000.0
881,2024-12,Category B,682.5,678.0,926.5,106005.0
882,2024-12,Category C,258.5,252.0,409.0,70089.5
883,2024-12,Category D,518.0,510.0,605.5,8129.5
884,2024-12,Category E,180.5,168.5,328.0,106496.5
885,2025-01,Category A,1051.5,1046.0,1432.5,93650.0
886,2025-01,Category B,681.5,680.0,1168.5,119063.0
887,2025-01,Category C,241.0,239.5,368.5,66683.5
888,2025-01,Category D,528.0,521.5,623.0,8361.0
889,2025-01,Category E,190.5,190.0,370.5,119056.0
890,2025-02,Category A,1143.5,1140.5,1868.0,88925.0
891,2025-02,Category B,746.0,734.0,1071.0,110351.0
892,2025-02,Category C,259.5,248.0,412.0,63847.5
893,2025-02,Category D,524.0,520.0,681.5,8540.0
894,2025-02,Category E,198.5,196.0,368.0,110001.0
895,2025-03,Category A,1141.0,1140.5,1992.5,93616.0
896,2025-03,Category B,756.0,748.0,1202.0,114945.0
897,2025-03,Category C,269.5,264.0,441.0,68545.0
898,2025-03,Category D,522.0,522.0,625.0,9356.0
899,2025-03,Category E,200.0,198.0,392.5,114946.0
900,2025-04,Category A,1138.5,1123.0,2141.5,98612.0
901,2025-04,Category B,752.0,736.5,1149.0,117451.0
902,2025-04,Category C,263.5,263.5,390.5,66891.5
903,2025-04,Category D,518.0,516.5,631.5,9599.0
904,2025-04,Category E,200.0,195.0,398.0,117501.5
905,2025-05,Category A,1267.0,1254.5,2077.5,102755.0
906,2025-05,Category B,797.5,789.5,1151.5,118439.0
907,2025-05,Category C,271.0,268.5,384.0,62889.5
908,2025-05,Category D,535.0,532.0,665.5,8708.0
909,2025-05,Category E,206.5,195.5,385.5,118449.5
910,2025-06,Category A,1264.5,1263.5,1669.0,97561.5
911,2025-06,Category B,789.5,788.0,1068.5,114835.0
912,2025-06,Category C,273.5,263.0,389.5,63500.0
913,2025-06,Category D,536.5,533.0,618.0,8800.0
914,2025-06,Category E,212.5,202.5,381.0,115394.5
915,2025-07,Category A,1253.0,1251.5,1896.0,101102.0
916,2025-07,Category B,782.5,781.5,1173.5,119350.5
917,2025-07,Category C,281.0,273.0,418.5,67644.5
918,2025-07,Category D,536.5,533.5,625.5,9450.0
919,2025-07,Category E,211.5,208.5,407.5,119250.0
920,2025-08,Category A,1266.0,1257.0,1838.5,103266.5
921,2025-08,Category B,790.5,789.0,1246.0,123949.0
922,2025-08,Category C,281.5,276.0,447.0,71095.5
923,2025-08,Category D,536.5,530.5,643.5,8999.0
924,2025-08,Category E,259.0,259.0,501.0,123667.5
925,2025-09,Category A,1273.5,1268.5,2182.5,113446.0
926,2025-09,Category B,791.0,761.0,1229.5,132195.5
927,2025-09,Category C,279.5,278.0,407.0,72028.5
928,2025-09,Category D,539.5,539.5,625.0,9155.0
929,2025-09,Category E,256.0,253.0,514.5,134201.5
930,2025-10,Category A,1269.0,1250.5,2270.0,125052.5
931,2025-10,Category B,819.5,814.0,1089.5,136444.5
932,2025-10,Category C,275.0,274.5,425.5,75551.0
933,2025-10,Category D,533.0,528.0,614.0,9599.5
934,2025-10,Category E,260.0,255.5,443.0,138004.5
935,2025-11,Category A,1295.5,1291.0,1634.5,109501.0
936,2025-11,Category B,803.0,780.0,1233.5,122445.5
937,2025-11,Category C,282.5,278.5,420.0,76194.5
938,2025-11,Category D,538.0,536.0,613.0,8664.5
939,2025-11,Category E,279.0,270.5,466.5,123005.5
