month,vehicle_class,quota,bids_success,bids_received,premium,coe_indexed_monthly,coe_indexed_2010-01
2016-05-01,Category C,230.5,230.5,339.5,42652.0,137.832,218.219
2016-05-01,Category D,406.5,389.0,509.5,6302.5,491.615,724.009
2016-05-01,Category E,642.0,619.0,1097.5,49350.0,126.535,236.192
2016-06-01,Category A,2235.0,2205.0,4251.0,54447.0,176.888,279.194
2016-06-01,Category B,1466.5,1462.5,3175.0,56505.0,141.416,271.724
2016-06-01,Category C,228.0,222.5,344.5,47218.0,152.616,241.58
2016-06-01,Category D,414.5,392.0,512.0,6302.5,433.758,724.009
2016-06-01,Category E,537.0,532.0,934.5,56245.0,137.173,269.192
2016-07-01,Category A,2247.0,2229.0,3194.5,52650.5,160.366,269.982
2016-07-01,Category B,1466.0,1466.0,2493.0,56798.5,144.162,273.135
2016-07-01,Category C,233.5,230.0,327.0,48889.5,157.734,250.132
2016-07-01,Category D,419.5,394.5,555.5,6157.0,471.801,707.295
2016-07-01,Category E,519.0,508.5,785.5,56751.5,134.204,271.616
2016-08-01,Category A,2026.0,1996.5,2757.5,52918.5,173.208,271.356
2016-08-01,Category B,1336.0,1317.0,2122.0,57201.5,132.804,275.073
2016-08-01,Category C,178.5,177.5,240.5,48151.5,160.201,246.356
2016-08-01,Category D,384.0,360.5,549.5,6279.0,492.085,721.31
2016-08-01,Category E,439.5,425.0,614.0,57578.5,133.28,275.574
2016-09-01,Category A,2037.5,2002.0,2674.5,50753.0,160.891,260.252
2016-09-01,Category B,1355.0,1346.0,2100.0,56251.5,129.866,270.505
2016-09-01,Category C,176.0,170.0,248.5,49845.5,155.765,255.023
2016-09-01,Category D,382.5,368.0,499.5,6476.5,438.49,743.998
2016-09-01,Category E,443.5,439.5,657.5,56045.0,128.41,268.235
2016-10-01,Category A,2043.5,2000.0,2761.0,51249.0,156.373,262.795
2016-10-01,Category B,1345.0,1287.5,1776.5,54705.5,125.183,263.07
2016-10-01,Category C,182.0,179.5,242.0,47145.5,153.568,241.209
2016-10-01,Category D,373.5,357.5,464.0,6353.5,398.214,729.868
2016-10-01,Category E,432.5,431.5,660.0,55270.0,124.216,264.526
2016-11-01,Category A,1887.5,1887.5,2668.0,51809.5,141.942,265.669
2016-11-01,Category B,1300.5,1299.0,1860.0,54603.5,116.935,262.58
2016-11-01,Category C,183.5,181.0,284.5,48501.5,155.933,248.147
2016-11-01,Category D,387.0,363.5,488.5,6261.5,423.934,719.299
2016-11-01,Category E,401.0,392.5,586.0,55450.5,115.653,265.39
2016-12-01,Category A,1844.0,1827.5,2444.5,48875.5,104.287,250.624
2016-12-01,Category B,1244.5,1239.5,1773.0,48669.0,72.369,234.042
2016-12-01,Category C,183.5,179.5,268.0,50354.5,153.75,257.627
2016-12-01,Category D,394.5,388.0,460.0,6107.0,375.584,701.551
2016-12-01,Category E,408.5,407.5,655.5,50199.5,71.204,240.258
2017-01-01,Category A,1861.5,1818.0,2348.5,50495.0,258.929,258.929
2017-01-01,Category B,1249.0,1234.5,1901.0,52956.5,254.66,254.66
2017-01-01,Category C,184.5,176.5,262.5,46651.5,238.682,238.682
2017-01-01,Category D,376.5,352.5,425.0,6052.5,695.29,695.29
2017-01-01,Category E,400.5,387.5,655.0,52800.5,252.707,252.707
2017-02-01,Category A,2096.5,2070.0,2808.5,48915.5,242.582,250.829
2017-02-01,Category B,1371.5,1364.5,1954.5,49415.0,209.968,237.629
2017-02-01,Category C,169.0,163.0,258.5,49355.5,219.89,252.516
2017-02-01,Category D,370.0,355.0,643.5,6606.5,713.06,758.932
2017-02-01,Category E,494.0,485.5,802.5,49778.0,213.502,238.241
2017-03-01,Category A,2078.5,2070.5,3075.5,51277.0,208.481,262.939
2017-03-01,Category B,1364.0,1356.5,2189.5,53650.0,171.74,257.995
2017-03-01,Category C,167.0,166.5,233.5,48019.0,160.355,245.678
2017-03-01,Category D,361.5,356.5,499.5,7782.0,659.771,893.969
2017-03-01,Category E,490.5,488.5,773.0,53751.0,154.477,257.256
2017-04-01,Category A,2060.0,2045.5,2464.0,51800.0,161.872,265.621
2017-04-01,Category B,1364.5,1362.5,1985.0,54405.5,127.261,261.628
2017-04-01,Category C,162.5,162.0,430.0,36203.5,100.472,185.227
2017-04-01,Category D,351.0,339.5,497.0,7150.5,578.052,821.424
2017-04-01,Category E,484.0,481.0,730.0,54586.0,118.661,261.252
2017-05-01,Category A,1912.5,1909.0,2420.5,48797.5,182.451,250.224
2017-05-01,Category B,1322.5,1320.5,1860.5,54207.5,149.332,260.676
2017-05-01,Category C,1084.5,1081.0,2539.0,28314.5,91.499,144.865
2017-05-01,Category D,465.5,451.5,584.5,6201.0,483.697,712.349
2017-05-01,Category E,530.5,517.0,743.0,53500.0,137.176,256.054
2017-06-01,Category A,1902.0,1895.5,2273.5,44001.0,142.951,225.629
2017-06-01,Category B,1323.0,1322.0,1616.5,48805.5,122.147,234.698
2017-06-01,Category C,1088.5,1086.0,2217.0,37690.0,121.82,192.832
2017-06-01,Category D,467.5,407.5,837.0,6051.0,416.449,695.118
2017-06-01,Category E,540.5,523.5,901.5,49263.5,120.146,235.778
2017-07-01,Category A,1905.5,1903.5,2342.5,43401.5,132.195,222.555
2017-07-01,Category B,1322.0,1317.5,1847.0,49901.5,126.657,239.969
2017-07-01,Category C,1086.5,1081.0,2066.0,41510.5,133.926,212.379
2017-07-01,Category D,513.0,400.5,931.5,5926.0,454.1,680.758
2017-07-01,Category E,545.0,518.5,906.5,50000.0,118.238,239.303
2017-08-01,Category A,1817.0,1814.5,2275.5,44839.0,146.763,229.926
2017-08-01,Category B,1289.5,1285.5,1830.5,52355.5,121.553,251.77
2017-08-01,Category C,449.5,440.5,789.0,42402.5,141.074,216.943
2017-08-01,Category D,589.5,548.0,974.0,4606.5,361.011,529.179
2017-08-01,Category E,566.5,553.5,801.5,51375.5,118.922,245.886
2017-09-01,Category A,1817.5,1810.5,2832.0,39451.5,125.064,202.3
2017-09-01,Category B,1289.0,1289.0,1781.5,49094.5,113.343,236.088
2017-09-01,Category C,453.0,429.5,700.5,44946.0,140.454,229.956
2017-09-01,Category D,518.5,514.0,799.0,5451.5,369.093,626.249
2017-09-01,Category E,554.0,553.0,855.0,48508.5,111.142,232.165
2017-10-01,Category A,1822.0,1818.0,2599.5,41689.0,127.203,213.773
2017-10-01,Category B,1285.0,1280.5,1682.0,49052.5,112.247,235.886
2017-10-01,Category C,468.5,467.5,667.0,50396.0,164.156,257.839
2017-10-01,Category D,481.5,466.5,704.0,4956.5,310.655,569.385
2017-10-01,Category E,541.0,533.5,839.0,50500.0,113.496,241.696
2017-11-01,Category A,1684.5,1681.0,3075.5,46951.5,128.632,240.758
2017-11-01,Category B,1379.5,1379.0,2344.0,57402.0,122.928,276.038
2017-11-01,Category C,243.0,220.5,365.5,57868.5,186.048,296.071
2017-11-01,Category D,523.5,517.5,695.5,5747.0,389.1,660.195
2017-11-01,Category E,520.0,496.5,855.5,57250.5,119.407,274.004
2017-12-01,Category A,1683.5,1660.5,2064.0,40269.5,85.924,206.494
2017-12-01,Category B,1374.5,1371.0,1719.5,50356.5,74.878,242.157
2017-12-01,Category C,265.5,255.5,468.0,43556.0,132.991,222.844
2017-12-01,Category D,515.0,479.0,767.0,7026.5,432.134,807.18
2017-12-01,Category E,536.5,533.0,917.0,51172.5,72.584,244.915
2018-01-01,Category A,1703.0,1700.5,2101.0,39145.0,200.728,200.728
2018-01-01,Category B,1377.5,1374.0,1732.5,43975.0,211.469,211.469
2018-01-01,Category C,253.0,247.0,428.5,39550.5,202.351,202.351
2018-01-01,Category D,545.0,456.5,852.5,7851.0,901.895,901.895
2018-01-01,Category E,516.5,506.5,870.0,45695.0,218.699,218.699
2018-02-01,Category A,1559.5,1547.5,2231.0,38405.0,190.458,196.934
2018-02-01,Category B,1393.5,1387.5,1787.5,40661.0,172.772,195.533
2018-02-01,Category C,253.0,252.5,487.5,37581.0,167.432,192.274
2018-02-01,Category D,600.5,588.0,1003.0,8059.0,869.833,925.79
2018-02-01,Category E,576.0,571.5,1003.0,39352.0,168.784,188.341
2018-03-01,Category A,1569.5,1561.5,2261.0,38415.0,156.187,196.985
2018-03-01,Category B,1396.0,1382.0,1685.0,38005.5,121.66,182.763
2018-03-01,Category C,247.0,218.0,412.0,35502.0,118.555,181.638
2018-03-01,Category D,525.0,521.0,844.0,7805.5,661.763,896.669
2018-03-01,Category E,571.0,544.5,972.0,38500.0,110.646,184.263
2018-04-01,Category A,1566.0,1565.0,1957.5,37755.0,117.983,193.6
2018-04-01,Category B,1403.0,1401.0,1804.0,37467.5,87.641,180.176
2018-04-01,Category C,276.0,235.5,480.5,34101.5,94.638,174.472
2018-04-01,Category D,517.0,499.0,840.0,7114.5,575.141,817.289
2018-04-01,Category E,592.5,587.5,997.0,38214.0,83.071,182.895
2018-05-01,Category A,1434.5,1425.0,1820.5,38471.0,143.841,197.272
2018-05-01,Category B,1281.5,1257.0,2035.0,38245.0,105.358,183.914
2018-05-01,Category C,346.5,285.0,698.5,31545.5,101.941,161.395
2018-05-01,Category D,544.5,522.0,1034.5,7159.5,558.463,822.458
2018-05-01,Category E,561.5,547.5,922.0,38650.0,99.1,184.981
2018-06-01,Category A,1443.5,1438.5,1757.0,35268.0,114.579,180.848
2018-06-01,Category B,1304.5,1298.0,1728.0,34950.0,87.47,168.069
2018-06-01,Category C,366.5,355.0,616.5,30951.5,100.04,158.356
2018-06-01,Category D,549.5,502.0,799.5,6945.0,477.977,797.817
2018-06-01,Category E,570.0,552.5,897.5,35700.0,87.067,170.862
2018-07-01,Category A,1439.0,1419.5,2363.0,28849.5,87.871,147.935
2018-07-01,Category B,1286.5,1283.0,1778.0,31775.5,80.651,152.804
2018-07-01,Category C,316.5,260.5,536.5,30990.5,99.985,158.556
2018-07-01,Category D,574.5,560.0,789.5,6351.5,486.705,729.638
2018-07-01,Category E,574.5,570.0,1028.5,31905.0,75.448,152.699
2018-08-01,Category A,1683.5,1683.5,3290.5,32897.5,107.677,168.692
2018-08-01,Category B,1268.5,1257.5,2081.5,33405.0,77.556,160.64
2018-08-01,Category C,394.0,267.0,592.0,30145.5,100.294,154.232
2018-08-01,Category D,834.5,807.0,1192.0,5201.5,407.641,597.53
2018-08-01,Category E,531.5,524.5,911.5,32865.5,76.076,157.296
2018-09-01,Category A,1664.0,1658.0,2273.5,29104.5,92.263,149.242
2018-09-01,Category B,1276.0,1268.5,1909.0,31654.0,73.079,152.219
2018-09-01,Category C,464.0,455.0,766.5,27052.5,84.538,138.408
2018-09-01,Category D,847.5,844.0,1155.5,4302.0,291.266,494.199
2018-09-01,Category E,535.0,512.5,967.0,31900.5,73.09,152.678
2018-10-01,Category A,1671.0,1668.5,1935.0,27006.5,82.403,138.484
2018-10-01,Category B,1272.0,1254.0,1871.0,31301.5,71.627,150.524
2018-10-01,Category C,346.0,344.5,496.0,29001.0,94.466,148.377
2018-10-01,Category D,823.0,814.0,1170.5,4030.0,252.585,462.952
2018-10-01,Category E,550.0,535.0,922.5,32726.0,73.55,156.629
2018-11-01,Category A,1818.5,1750.5,2540.0,26599.5,72.874,136.397
2018-11-01,Category B,1253.0,1248.0,1964.0,31701.5,67.89,152.448
2018-11-01,Category C,331.5,329.5,520.0,28505.0,91.644,145.839
2018-11-01,Category D,1112.0,1098.5,1483.0,2749.0,186.121,315.796
2018-11-01,Category E,554.5,545.0,896.0,31479.5,65.657,150.663
2018-12-01,Category A,1884.0,1882.5,2453.0,24534.5,52.35,125.808
2018-12-01,Category B,1241.0,1232.5,1792.0,31001.0,46.097,149.079
2018-12-01,Category C,331.0,323.0,496.0,27005.0,82.455,138.165
2018-12-01,Category D,1117.5,1113.5,1429.0,3594.0,221.033,412.866
2018-12-01,Category E,548.5,545.5,899.5,31330.0,44.439,149.947
2019-01-01,Category A,1816.5,1811.0,2785.5,26045.0,133.554,133.554
2019-01-01,Category B,1244.5,1236.0,1968.5,33094.5,159.146,159.146
2019-01-01,Category C,337.0,325.0,504.5,26616.0,136.175,136.175
2019-01-01,Category D,1108.0,1103.5,1434.5,3249.5,373.291,373.291
2019-01-01,Category E,543.0,535.0,786.5,33299.0,159.371,159.371
2019-02-01,Category A,1656.0,1651.5,2316.0,25995.0,128.915,133.297
2019-02-01,Category B,1208.0,1191.0,1965.0,34956.0,148.531,168.098
2019-02-01,Category C,316.0,315.0,449.5,26646.0,118.714,136.328
2019-02-01,Category D,830.0,825.5,1132.0,3699.0,399.244,424.928
2019-02-01,Category E,405.0,399.5,601.5,35988.5,154.358,172.243
2019-03-01,Category A,1654.5,1650.0,2208.5,26484.0,107.678,135.805
2019-03-01,Category B,1217.0,1212.5,1890.5,38181.0,122.222,183.607
2019-03-01,Category C,305.0,302.5,427.0,27015.5,90.216,138.219
2019-03-01,Category D,829.5,823.5,1107.0,3535.5,299.746,406.146
2019-03-01,Category E,402.5,400.5,709.5,39310.0,112.974,188.14
2019-04-01,Category A,1654.5,1626.5,2293.5,31179.0,97.433,159.88
2019-04-01,Category B,1203.5,1191.5,1708.0,45551.0,106.55,219.048
2019-04-01,Category C,306.5,294.0,495.5,29795.0,82.687,152.439
2019-04-01,Category D,832.0,818.5,1161.0,3476.5,281.043,399.368
2019-04-01,Category E,399.0,391.0,657.5,50309.5,109.365,240.784
2019-05-01,Category A,1453.0,1453.0,1893.5,31852.0,119.093,163.331
2019-05-01,Category B,1151.0,1150.0,1383.5,45287.0,124.758,217.778
2019-05-01,Category C,401.5,400.0,605.0,27979.5,90.417,143.151
2019-05-01,Category D,910.5,891.0,1173.5,3277.0,255.616,376.45
2019-05-01,Category E,383.0,377.0,569.5,49751.0,127.563,238.111
2019-06-01,Category A,1424.0,1321.0,1822.0,28504.0,92.604,146.163
2019-06-01,Category B,1140.0,1137.0,1382.0,37817.0,94.645,181.856
2019-06-01,Category C,391.0,389.5,571.0,25501.5,82.425,130.472
2019-06-01,Category D,917.0,913.0,1168.0,3045.0,209.566,349.799
2019-06-01,Category E,380.5,377.5,630.0,40701.0,99.263,194.798
2019-07-01,Category A,1527.0,1522.5,1848.5,27628.0,84.151,141.671
2019-07-01,Category B,1142.0,1137.5,1533.5,36703.0,93.157,176.499
2019-07-01,Category C,391.5,387.5,653.0,24844.0,80.155,127.109
2019-07-01,Category D,901.0,893.5,1167.0,3317.5,254.215,381.103
2019-07-01,Category E,377.0,372.0,637.0,38395.0,90.795,183.761
2019-08-01,Category A,1060.5,1060.5,1874.0,32321.0,105.79,165.736
2019-08-01,Category B,1046.0,1043.0,1451.0,39301.5,91.246,188.995
2019-08-01,Category C,287.5,278.0,469.0,27150.5,90.33,138.909
2019-08-01,Category D,746.5,662.5,1025.0,4350.5,340.948,499.77
2019-08-01,Category E,360.0,353.0,591.0,40257.0,93.185,192.673
2019-09-01,Category A,1056.0,1054.5,1554.5,31771.0,100.716,162.916
2019-09-01,Category B,1045.0,1041.0,1353.5,36500.5,84.268,175.525
2019-09-01,Category C,292.5,290.5,495.0,25529.0,79.777,130.613
2019-09-01,Category D,823.0,802.5,1141.5,3845.0,260.325,441.7
2019-09-01,Category E,362.0,350.0,592.0,38956.0,89.255,186.446
2019-10-01,Category A,1058.5,1044.5,1563.0,33155.0,101.164,170.013
2019-10-01,Category B,1046.0,1039.5,1531.0,41583.0,95.155,199.966
2019-10-01,Category C,285.0,282.5,480.5,26255.0,85.521,134.328
2019-10-01,Category D,759.0,754.5,1012.5,3844.5,240.959,441.643
2019-10-01,Category E,366.5,357.0,553.5,41510.5,93.293,198.672
2019-11-01,Category A,1033.0,1021.5,1385.0,31000.0,84.93,158.962
2019-11-01,Category B,1018.0,1016.0,1313.5,39854.5,85.35,191.654
2019-11-01,Category C,320.0,320.0,467.5,24947.0,80.205,127.636
2019-11-01,Category D,695.5,691.5,902.5,4010.5,271.53,460.712
2019-11-01,Category E,386.5,379.5,563.5,40495.0,84.46,193.812
2019-12-01,Category A,1029.5,1013.0,1321.0,32949.0,70.304,168.956
2019-12-01,Category B,1014.0,1009.0,1258.0,36950.0,54.943,177.687
2019-12-01,Category C,318.0,311.0,421.5,23452.0,71.607,119.987
2019-12-01,Category D,695.0,687.0,879.0,3723.5,228.998,427.743
2019-12-01,Category E,384.0,375.0,507.0,38439.0,54.523,183.971
2020-01-01,Category A,1034.5,1025.5,1420.0,35165.0,180.319,180.319
2020-01-01,Category B,1017.0,1014.5,1193.0,37407.0,179.885,179.885
2020-01-01,Category C,325.0,306.5,480.5,24701.5,126.379,126.379
2020-01-01,Category D,700.0,699.5,1010.0,4299.5,493.912,493.912
2020-01-01,Category E,386.0,382.5,534.5,37750.0,180.674,180.674
2020-02-01,Category A,982.0,975.0,1384.0,31504.5,156.237,161.549
2020-02-01,Category B,985.5,979.0,1316.0,31889.5,135.501,153.352
2020-02-01,Category C,333.0,266.5,532.5,25007.0,111.412,127.942
2020-02-01,Category D,577.5,568.0,775.0,4355.0,470.049,500.287
2020-02-01,Category E,331.5,327.0,537.5,34100.5,146.26,163.207
2020-03-01,Category A,980.0,967.5,1428.5,31954.5,129.92,163.857
2020-03-01,Category B,989.5,965.0,1356.5,31406.5,100.536,151.029
2020-03-01,Category C,381.5,381.5,606.0,23102.0,77.147,118.196
2020-03-01,Category D,587.0,581.5,771.0,4399.5,372.997,505.399
2020-03-01,Category E,332.0,327.5,507.5,32500.0,93.403,155.547
2020-07-01,Category A,1296.5,1288.0,2773.0,33109.5,100.847,169.779
2020-07-01,Category B,1315.0,1288.0,2828.5,35445.0,89.964,170.45
2020-07-01,Category C,489.0,481.5,812.5,24195.0,78.061,123.788
2020-07-01,Category D,869.0,860.0,1483.0,7106.0,544.521,816.312
2020-07-01,Category E,446.0,437.0,825.5,34995.0,82.755,167.488
2020-08-01,Category A,1028.0,1013.0,2073.0,34355.0,112.448,176.166
2020-08-01,Category B,927.5,920.0,1856.0,37952.0,88.113,182.505
2020-08-01,Category C,357.5,355.0,622.0,24553.0,81.688,125.62
2020-08-01,Category D,499.0,494.0,758.5,7566.5,592.986,869.213
2020-08-01,Category E,473.0,466.5,774.0,37306.0,86.354,178.549
2020-09-01,Category A,1034.5,1033.0,1638.5,38135.0,120.891,195.549
2020-09-01,Category B,908.0,902.0,1606.0,41249.5,95.231,198.363
2020-09-01,Category C,352.5,348.0,558.0,27616.5,86.3,141.293
2020-09-01,Category D,495.0,490.0,666.5,7365.0,498.646,846.065
2020-09-01,Category E,470.5,469.0,671.5,40895.5,93.699,195.728
2020-10-01,Category A,914.0,907.0,1297.5,36934.0,112.695,189.391
2020-10-01,Category B,799.0,796.5,1245.0,40840.0,93.454,196.393
2020-10-01,Category C,316.0,314.5,562.5,33433.5,108.904,171.055
2020-10-01,Category D,426.0,415.0,618.5,7375.5,462.269,847.272
2020-10-01,Category E,428.5,399.5,680.0,40095.0,90.111,191.897
2020-11-01,Category A,969.5,959.0,1311.5,36840.0,100.93,188.909
2020-11-01,Category B,1010.0,995.5,1487.0,40050.5,85.77,192.597
2020-11-01,Category C,369.5,368.5,577.5,30918.0,99.402,158.185
2020-11-01,Category D,535.0,532.0,703.0,7275.5,492.586,835.784
2020-11-01,Category E,492.0,487.5,743.0,40501.5,84.474,193.843
2020-12-01,Category A,973.5,972.0,1511.5,40635.0,86.704,208.369
2020-12-01,Category B,1022.0,1008.5,1671.5,47156.0,70.119,226.766
2020-12-01,Category C,368.5,359.0,619.5,34045.0,103.951,174.183
2020-12-01,Category D,528.0,514.5,738.5,7679.5,472.294,882.194
2020-12-01,Category E,467.5,465.0,705.0,47505.0,67.382,227.362
2021-01-01,Category A,964.5,954.0,1294.5,42055.0,215.65,215.65
2021-01-01,Category B,1020.5,1019.5,1367.0,49550.5,238.281,238.281
2021-01-01,Category C,376.5,365.0,675.0,38449.5,196.718,196.718
2021-01-01,Category D,538.5,516.5,699.0,7545.0,866.743,866.743
2021-01-01,Category E,466.5,460.5,731.5,50694.5,242.627,242.627
2021-02-01,Category A,894.0,890.5,1162.0,41500.5,205.81,212.807
2021-02-01,Category B,942.5,940.5,1137.5,46396.0,197.14,223.111
2021-02-01,Category C,267.5,249.5,467.0,42945.5,191.332,219.721
2021-02-01,Category D,563.0,563.0,710.0,7503.0,809.822,861.918
2021-02-01,Category E,302.0,301.0,469.0,48642.0,208.63,232.804
2021-03-01,Category A,886.5,883.0,1180.5,43292.5,176.018,221.996
2021-03-01,Category B,944.0,929.0,1171.5,46001.0,147.255,221.212
2021-03-01,Category C,273.5,267.0,493.5,38551.0,128.737,197.237
2021-03-01,Category D,542.0,531.0,703.5,7771.5,658.881,892.763
2021-03-01,Category E,297.0,293.5,440.0,47403.5,136.235,226.876
2021-04-01,Category A,886.5,881.5,1251.0,47620.0,148.81,244.186
2021-04-01,Category B,957.0,949.0,1554.5,56749.5,132.744,272.9
2021-04-01,Category C,262.5,259.5,464.5,40067.5,111.195,204.996
2021-04-01,Category D,553.0,528.0,734.5,8000.0,646.726,919.012
2021-04-01,Category E,299.5,290.5,634.0,57150.0,124.235,273.523
2021-05-01,Category A,833.5,818.5,1154.5,44901.5,167.884,230.246
2021-05-01,Category B,818.0,815.0,1166.5,59045.0,162.658,283.938
2021-05-01,Category C,160.5,101.0,288.0,42351.0,136.859,216.679
2021-05-01,Category D,639.0,632.0,902.5,8356.0,651.794,959.908
2021-05-01,Category E,267.0,264.0,393.5,62501.0,160.255,299.134
2021-06-01,Category A,844.0,821.5,1308.5,48165.5,156.481,246.984
2021-06-01,Category B,812.0,791.5,1045.0,58070.5,145.334,279.252
2021-06-01,Category C,216.5,209.5,445.5,37001.0,119.593,189.307
2021-06-01,Category D,622.0,600.5,820.0,8602.0,592.017,988.168
2021-06-01,Category E,262.0,258.0,425.0,59556.5,145.249,285.041
2021-07-01,Category A,851.5,848.0,1194.5,46005.5,140.126,235.907
2021-07-01,Category B,829.5,818.0,1097.0,57800.5,146.706,277.954
2021-07-01,Category C,164.0,161.0,338.5,39211.5,126.509,200.617
2021-07-01,Category D,635.5,630.5,811.5,8595.5,658.659,987.421
2021-07-01,Category E,263.0,261.5,412.0,58850.5,139.168,281.662
2021-08-01,Category A,805.5,805.0,1074.0,45939.0,150.363,235.566
2021-08-01,Category B,782.5,772.0,1022.5,58501.0,135.821,281.322
2021-08-01,Category C,118.0,112.0,226.5,41299.5,137.404,211.299
2021-08-01,Category D,450.0,448.0,651.0,9199.5,720.964,1056.806
2021-08-01,Category E,198.5,193.5,348.0,62250.0,144.094,297.932
2021-09-01,Category A,803.5,792.5,1082.0,47500.0,150.579,243.571
2021-09-01,Category B,781.5,778.0,1134.5,65455.0,151.114,314.763
2021-09-01,Category C,121.0,111.5,207.0,39500.5,123.437,202.095
2021-09-01,Category D,447.0,444.0,610.0,9389.0,635.68,1078.576
2021-09-01,Category E,202.0,188.0,359.5,67351.0,154.314,322.346
2021-10-01,Category A,813.5,809.0,1190.5,49855.0,152.12,255.647
2021-10-01,Category B,774.0,770.5,1185.0,75205.0,172.092,361.649
2021-10-01,Category C,125.5,124.0,242.5,39695.5,129.301,203.093
2021-10-01,Category D,447.0,443.5,615.0,9181.0,575.431,1054.681
2021-10-01,Category E,212.0,195.5,416.5,78878.0,177.274,377.515
2021-11-01,Category A,536.5,533.0,770.0,54355.0,148.916,278.722
2021-11-01,Category B,590.5,583.0,818.0,81201.0,173.895,390.483
2021-11-01,Category C,91.5,90.0,168.5,42751.5,137.447,218.728
2021-11-01,Category D,414.5,403.0,550.0,9381.0,635.139,1077.657
2021-11-01,Category E,161.5,144.0,255.0,87000.5,181.457,416.39
2021-12-01,Category A,535.0,529.5,755.5,57905.5,123.554,296.928
2021-12-01,Category B,594.0,591.5,825.5,80695.0,119.99,388.05
2021-12-01,Category C,91.5,91.0,148.5,44500.0,135.874,227.674
2021-12-01,Category D,423.0,411.0,573.0,9501.0,584.317,1091.442
2021-12-01,Category E,163.0,161.0,243.0,84444.5,119.778,404.157
2022-01-01,Category A,537.0,529.5,735.5,57748.5,296.123,296.123
2022-01-01,Category B,589.5,584.5,809.5,79850.5,383.989,383.989
2022-01-01,Category C,90.5,89.0,173.5,42600.5,217.956,217.956
2022-01-01,Category D,423.5,415.0,546.5,9844.5,1130.902,1130.902
2022-01-01,Category E,147.0,147.0,209.5,83206.0,398.229,398.229
2022-02-01,Category A,539.0,533.0,847.5,61880.5,306.878,317.311
2022-02-01,Category B,554.5,551.5,902.0,89846.0,381.763,432.056
2022-02-01,Category C,78.0,70.5,171.5,45251.0,201.604,231.516
2022-02-01,Category D,413.0,410.5,538.0,10299.5,1111.657,1183.171
2022-02-01,Category E,180.0,175.5,284.5,90051.0,386.236,430.99
2022-03-01,Category A,537.0,534.0,905.5,70028.5,284.721,359.093
2022-03-01,Category B,553.0,548.0,842.0,96889.0,310.154,465.925
2022-03-01,Category C,83.5,79.0,182.5,50196.5,167.626,256.819
2022-03-01,Category D,407.0,406.0,588.5,10950.5,928.402,1257.955
2022-03-01,Category E,185.0,183.5,331.0,98950.0,284.376,473.581
2022-04-01,Category A,534.0,527.5,733.5,70847.5,221.395,363.293
2022-04-01,Category B,555.0,554.5,697.5,94195.5,220.335,452.972
2022-04-01,Category C,80.5,80.0,195.5,53451.5,148.338,273.472
2022-04-01,Category D,405.5,380.0,550.0,10152.0,820.695,1166.226
2022-04-01,Category E,182.0,178.0,292.5,97900.0,212.819,468.556
2022-05-01,Category A,618.5,617.5,811.5,69451.0,259.674,356.132
2022-05-01,Category B,527.5,524.5,704.0,93989.5,258.924,451.981
2022-05-01,Category C,103.5,101.5,202.0,51195.5,165.44,261.93
2022-05-01,Category D,586.0,580.0,836.0,9489.5,740.211,1090.121
2022-05-01,Category E,193.0,191.0,296.0,93506.5,239.754,447.528
2022-06-01,Category A,613.0,602.5,862.0,74395.0,241.695,381.483
2022-06-01,Category B,529.5,529.5,836.5,103342.5,258.638,496.958
2022-06-01,Category C,105.0,105.0,213.5,53006.5,171.326,271.195
2022-06-01,Category D,566.5,556.0,788.0,10151.0,698.624,1166.111
2022-06-01,Category E,192.0,187.5,296.0,102548.5,250.1,490.804
2022-07-01,Category A,622.5,613.0,867.0,78450.0,238.947,402.277
2022-07-01,Category B,527.0,524.0,698.5,108901.5,276.407,523.691
2022-07-01,Category C,102.0,94.5,167.0,54445.0,175.657,278.555
2022-07-01,Category D,571.5,534.0,745.5,10899.5,835.211,1252.096
2022-07-01,Category E,194.5,192.5,328.5,112262.5,265.474,537.295
2022-08-01,Category A,552.5,546.0,762.0,83944.5,274.759,430.452
2022-08-01,Category B,472.5,472.0,638.5,109501.0,254.228,526.574
2022-08-01,Category C,91.0,90.0,182.0,57589.5,191.601,294.643
2022-08-01,Category D,541.5,532.0,684.5,11050.5,866.027,1269.443
2022-08-01,Category E,165.0,158.0,283.0,112500.5,260.412,538.434
2022-09-01,Category A,549.5,531.0,741.0,85000.0,269.456,435.864
2022-09-01,Category B,470.5,468.5,590.0,110525.5,255.167,531.5
2022-09-01,Category C,84.0,79.5,168.0,65995.0,206.231,337.648
2022-09-01,Category D,513.5,507.0,623.0,11445.0,774.882,1314.762
2022-09-01,Category E,170.5,163.0,278.5,110250.0,252.603,527.663
2022-10-01,Category A,561.5,559.5,719.0,80795.0,246.525,414.301
2022-10-01,Category B,472.0,467.5,741.5,102928.0,235.53,494.965
2022-10-01,Category C,87.5,84.5,222.5,68096.0,221.811,348.397
2022-10-01,Category D,510.5,507.5,628.0,12276.0,769.414,1410.224
2022-10-01,Category E,171.5,169.5,258.5,106502.0,239.357,509.725
2022-11-01,Category A,459.5,452.0,654.5,88912.0,243.591,455.924
2022-11-01,Category B,413.5,404.5,604.0,114634.5,245.494,551.26
2022-11-01,Category C,71.5,71.0,134.5,79052.0,254.154,404.451
2022-11-01,Category D,443.0,430.0,565.5,12889.0,872.647,1480.643
